募集状況,主催,イベント名,募集開始,締め切り,タグ,リンク,対象者,作成日時,最終更新日時,内容 / 必要な経験 (簡潔に!),場所,実施時期 / 待遇,技術スタック,選考フロー
終了,ちゅらデータ株式会社（KDDIグループ傘下）,大阪 開催【26新卒・27新卒】KDDIグループ傘下｜ 本選考に有利！最先端技術を速習する2日間＜データサイエンティストとデータエンジニア両方学べる / 全国開催＞,2024/05/08,2024/05/31,,https://churadata.okinawa/jobs/summer-internship2024/,,2024年6月29日 11:07,2024年6月29日 11:07,"KDDIグループ傘下で、データ分析を専門に事業を拡大させているちゅらデータ株式会社です。
毎年「こんなに面白い体験ってない！」とご好評いただいているサマーインターンですが、今年は全国で開催することとなりました。
ちゅらデータでならではの楽しく・刺激的・凝縮された2日間にご参加ください専生、専門学生、大学生、大学院生の方お待ちしております。

＜ワークショップについて＞
https://www.wantedly.com/companies/company_6549339/post_articles/896600

＜「こんな機会はめったにない」と社会人も参加したいと大反響！データ業界を牽引するスターメンバーが講師を担当します＞
https://www.wantedly.com/companies/company_6549339/post_articles/899726

【データサイエンティストのワークショップ】
「ChatGPTを用いた検索アプリケーション開発 (+性能チューニングバトル)」概要：RAG (Retrieval Augmented Generation) 技術を活用し、ChatGPTを用いた高性能な検索アプリケーション開発にチャレンジしましょう！このワークショップでは、生成AI技術の概要から代表的な活用事例の体験まで、ワンストップで体験できます

【データエンジニアのワークショップ】
「AWS + Snowflake で作るクラウドネイティブデータ基盤構築」クラウドネイティブなデータ基盤をIaC (Infrastructure as Code) で構築します！AWSやSnowflakeなど最新のトレンドを反映しつつ企業の実務に使われているレベルのデータ基盤の構築を体験しましょう！","大阪, 梅田駅","実施日：8月31日（土）〜 9月1日（日）2日間
・本選考の書類選考免除＋優先的に面接案内
・参加費無料
・昼食と懇親会費用は会社負担
・併願OK
※懇親会では社員と交流可能
美味しいお店を確保します！！","AI, AWS, ChatGPT, LLM, Snowflake, データエンジニア, データエンジニアリング, データサイエンス, データサイエンティスト, 機械学習, 生成AI, 自然言語処理",書類選考（エントリーシートのみ）
終了,ちゅらデータ株式会社（KDDIグループ傘下）,東京 開催【26新卒・27新卒】KDDIグループ傘下｜ 本選考に有利！最先端技術を速習する2日間＜データサイエンティストとデータエンジニア両方学べる / 全国開催＞,2024/05/08,2024/05/31,,https://churadata.okinawa/jobs/summer-internship2024/,,2024年6月29日 11:07,2024年6月29日 11:07,"KDDIグループ傘下で、データ分析を専門に事業を拡大させているちゅらデータ株式会社です。
毎年「こんなに面白い体験ってない！」とご好評いただいているサマーインターンですが、今年は全国で開催することとなりました。
ちゅらデータでならではの楽しく・刺激的・凝縮された2日間にご参加ください専生、専門学生、大学生、大学院生の方お待ちしております。

＜ワークショップについて＞
https://www.wantedly.com/companies/company_6549339/post_articles/896600

＜「こんな機会はめったにない」と社会人も参加したいと大反響！データ業界を牽引するスターメンバーが講師を担当します＞
https://www.wantedly.com/companies/company_6549339/post_articles/899726

【データサイエンティストのワークショップ】
「ChatGPTを用いた検索アプリケーション開発 (+性能チューニングバトル)」概要：RAG (Retrieval Augmented Generation) 技術を活用し、ChatGPTを用いた高性能な検索アプリケーション開発にチャレンジしましょう！このワークショップでは、生成AI技術の概要から代表的な活用事例の体験まで、ワンストップで体験できます

【データエンジニアのワークショップ】
「AWS + Snowflake で作るクラウドネイティブデータ基盤構築」クラウドネイティブなデータ基盤をIaC (Infrastructure as Code) で構築します！AWSやSnowflakeなど最新のトレンドを反映しつつ企業の実務に使われているレベルのデータ基盤の構築を体験しましょう！","東京, 東京駅","実施日：9月14日（土）〜 9月15日（日）2日間
・本選考の書類選考免除＋優先的に面接案内
・参加費無料
・昼食と懇親会費用は会社負担
・併願OK
※懇親会では社員と交流可能
美味しいお店を確保します！！","AI, AWS, ChatGPT, LLM, Snowflake, データエンジニア, データエンジニアリング, データサイエンス, データサイエンティスト, 機械学習, 生成AI, 自然言語処理",書類選考（エントリーシートのみ）
終了,ちゅらデータ株式会社（KDDIグループ傘下）,博多（福岡）開催【26新卒・27新卒】KDDIグループ傘下｜ 本選考に有利！最先端技術を速習する2日間＜データサイエンティストとデータエンジニア両方学べる / 全国開催＞,2024/05/08,2024/05/31,,https://churadata.okinawa/jobs/summer-internship2024/,,2024年6月29日 11:07,2024年6月29日 11:07,"KDDIグループ傘下で、データ分析を専門に事業を拡大させているちゅらデータ株式会社です。
毎年「こんなに面白い体験ってない！」とご好評いただいているサマーインターンですが、今年は全国で開催することとなりました。
ちゅらデータでならではの楽しく・刺激的・凝縮された2日間にご参加ください専生、専門学生、大学生、大学院生の方お待ちしております。

＜ワークショップについて＞
https://www.wantedly.com/companies/company_6549339/post_articles/896600

＜「こんな機会はめったにない」と社会人も参加したいと大反響！データ業界を牽引するスターメンバーが講師を担当します＞
https://www.wantedly.com/companies/company_6549339/post_articles/899726

【データサイエンティストのワークショップ】
「ChatGPTを用いた検索アプリケーション開発 (+性能チューニングバトル)」概要：RAG (Retrieval Augmented Generation) 技術を活用し、ChatGPTを用いた高性能な検索アプリケーション開発にチャレンジしましょう！このワークショップでは、生成AI技術の概要から代表的な活用事例の体験まで、ワンストップで体験できます

【データエンジニアのワークショップ】
「AWS + Snowflake で作るクラウドネイティブデータ基盤構築」クラウドネイティブなデータ基盤をIaC (Infrastructure as Code) で構築します！AWSやSnowflakeなど最新のトレンドを反映しつつ企業の実務に使われているレベルのデータ基盤の構築を体験しましょう！","九州, 博多, 博多駅, 福岡","実施日：8月24日（土）〜 8月25日（日）2日間
・本選考の書類選考免除＋優先的に面接案内
・参加費無料
・昼食と懇親会費用は会社負担
・併願OK
※懇親会では社員と交流可能
美味しいお店を確保します！！","AI, AWS, ChatGPT, LLM, Snowflake, データエンジニア, データエンジニアリング, データサイエンス, データサイエンティスト, 機械学習, 生成AI, 自然言語処理",書類選考（エントリーシートのみ）
終了,ちゅらデータ株式会社（KDDIグループ傘下）,札幌（北海道）開催【26新卒・27新卒】KDDIグループ傘下｜ 本選考に有利！最先端技術を速習する2日間＜データサイエンティストとデータエンジニア両方学べる / 全国開催＞,2024/05/08,2024/05/31,,https://churadata.okinawa/jobs/summer-internship2024/,,2024年6月29日 11:07,2024年6月29日 11:07,"KDDIグループ傘下で、データ分析を専門に事業を拡大させているちゅらデータ株式会社です。
毎年「こんなに面白い体験ってない！」とご好評いただいているサマーインターンですが、今年は全国で開催することとなりました。
ちゅらデータでならではの楽しく・刺激的・凝縮された2日間にご参加ください専生、専門学生、大学生、大学院生の方お待ちしております。

＜ワークショップについて＞
https://www.wantedly.com/companies/company_6549339/post_articles/896600

＜「こんな機会はめったにない」と社会人も参加したいと大反響！データ業界を牽引するスターメンバーが講師を担当します＞
https://www.wantedly.com/companies/company_6549339/post_articles/899726

【データサイエンティストのワークショップ】
「ChatGPTを用いた検索アプリケーション開発 (+性能チューニングバトル)」概要：RAG (Retrieval Augmented Generation) 技術を活用し、ChatGPTを用いた高性能な検索アプリケーション開発にチャレンジしましょう！このワークショップでは、生成AI技術の概要から代表的な活用事例の体験まで、ワンストップで体験できます

【データエンジニアのワークショップ】
「AWS + Snowflake で作るクラウドネイティブデータ基盤構築」クラウドネイティブなデータ基盤をIaC (Infrastructure as Code) で構築します！AWSやSnowflakeなど最新のトレンドを反映しつつ企業の実務に使われているレベルのデータ基盤の構築を体験しましょう！","北海道, 札幌駅","実施日：8月3日（土）〜 8月4日（日）2日間
・本選考の書類選考免除＋優先的に面接案内
・参加費無料
・昼食と懇親会費用は会社負担
・併願OK
※懇親会では社員と交流可能
美味しいお店を確保します！！","AI, AWS, ChatGPT, LLM, Snowflake, データエンジニア, データエンジニアリング, データサイエンス, データサイエンティスト, 機械学習, 生成AI, 自然言語処理",書類選考（エントリーシートのみ）
終了,ちゅらデータ株式会社（KDDIグループ傘下）,沖縄 開催【26新卒・27新卒】KDDIグループ傘下｜ 本選考に有利！最先端技術を速習する2日間＜データサイエンティストとデータエンジニア両方学べる / 全国開催＞,2024/05/08,2024/05/31,,https://churadata.okinawa/jobs/summer-internship2024/,,2024年6月29日 11:07,2024年6月29日 11:07,"KDDIグループ傘下で、データ分析を専門に事業を拡大させているちゅらデータ株式会社です。
毎年「こんなに面白い体験ってない！」とご好評いただいているサマーインターンですが、今年は全国で開催することとなりました。
ちゅらデータでならではの楽しく・刺激的・凝縮された2日間にご参加ください専生、専門学生、大学生、大学院生の方お待ちしております。

＜ワークショップについて＞
https://www.wantedly.com/companies/company_6549339/post_articles/896600

＜「こんな機会はめったにない」と社会人も参加したいと大反響！データ業界を牽引するスターメンバーが講師を担当します＞
https://www.wantedly.com/companies/company_6549339/post_articles/899726

【データサイエンティストのワークショップ】
「ChatGPTを用いた検索アプリケーション開発 (+性能チューニングバトル)」概要：RAG (Retrieval Augmented Generation) 技術を活用し、ChatGPTを用いた高性能な検索アプリケーション開発にチャレンジしましょう！このワークショップでは、生成AI技術の概要から代表的な活用事例の体験まで、ワンストップで体験できます

【データエンジニアのワークショップ】
「AWS + Snowflake で作るクラウドネイティブデータ基盤構築」クラウドネイティブなデータ基盤をIaC (Infrastructure as Code) で構築します！AWSやSnowflakeなど最新のトレンドを反映しつつ企業の実務に使われているレベルのデータ基盤の構築を体験しましょう！",沖縄,"実施日：9月28日（土）〜 9月29日（日）2日間
・本選考の書類選考免除＋優先的に面接案内
・参加費無料
・昼食と懇親会費用は会社負担
・併願OK
※懇親会では社員と交流可能
美味しいお店を確保します！！","AI, AWS, ChatGPT, LLM, Snowflake, データエンジニア, データエンジニアリング, データサイエンス, データサイエンティスト, 機械学習, 生成AI, 自然言語処理",書類選考（エントリーシートのみ）
募集中,エン・ジャパン株式会社,現場エンジニアからのコードレビューあり！エンジニアコース・5daysインターン,2024/05/17,2024/07/07,インターン,https://corp-recruit.en-japan.com/company/recruit/event/engineer-internship/index.html,,2024年6月29日 11:07,2024年6月29日 11:07,"現役のエンジニアと直接コードレビューでやり取りしながら、Webアプリケーションを5日間で完成させてもらいます。 

選定した技術・アーキテクチャも実務的なものなので、インターンを通して実務レベルの技術が身に付きます。
また、任意参加のイベントも多数用意しているので、エンの雰囲気も感じられます。

参加コースは、以下の3つのコースから選択可能です。
• フロントエンドコース Next.js(App Router)/TypeScript
• バックエンドコース Python/Django REST Framework or PHP/Laravel(REST API)
• フルスタックコース 上記技術の両方

バック・フロントエンドのどちらかに特化したい方、もしくはどちらともを極めたい方、すべての方にご参加いただける内容です。",フルリモート,"開催日程
8月1日（木）～8月7日（水）
8月21日（水）～8月27日（火）
9月2日（月）～9月6日（金）
9月11日（水）～9月18日（水）
9月24日（火）～9月30日（月）
※平日10時～18時での実施予定。お昼休憩あり。
※授業等で中抜けが必要な場合はご相談ください。調整いたします。

開催場所
オンライン（ZOOM/Gather の利用を想定）

時給
2250円/ｈ","Django, Laravel, Next.js, PHP, Python, TypeScript, Webバックエンド, Webフロントエンド","選考フロー
適性テスト
↓
エントリーシート提出
※機械学習エンジニアを志望される場合は、機械学習に関連する研究or執筆した論文の提出が必要になります。
↓
コーディングテスト
↓
社員面接
↓
選考型インターンシップ
↓
最終面接"
募集中,株式会社マネーフォワード,【この夏、人生をもっと前へ！本選考直結、就業型インターン】株式会社マネーフォワード,2024/03/15,2024/07/21,インターン,https://moneyforward-recruit.snar.jp/entry.aspx?entryid=92caa7d4-0da3-4fff-8e58-9064b30ca541,,2024年6月29日 11:07,2024年6月29日 11:07,"◼️就業型インターン
期間：8月～10月中旬の間で2週間
※全て平日実施 / 詳細日程については相談可能

マネーフォワードで実際に運用されているプロダクトに触れていただきます！
1人に対してマネーフォワードエンジニアメンバーが最低1名メンターとして日々の業務のサポートをします。","フルリモート, リモート＋対面出社","時給 2,000円
◎交通費は当社負担
◎遠方にお住まいの方は、インターン期間中、1往復分の交通費支給と最大2泊分の宿泊先手配があります
","Webバックエンド, Webフロントエンド, インフラ, サーバーサイド, セキュリティ, バックエンド, モバイル全般",
終了,ラクスル株式会社,📌RAKSUL サマーインターン,2024/04/05,2024/06/28,インターン,https://hrmos.co/pages/raksul/jobs/1933007638523789328,,2024年6月29日 11:07,2024年6月29日 11:07," ■ラクスル 課題解決型インターンシップ：
エンジニアになった「未来の自分」を体験し、サービス開発の楽しさ・難しさ・面白さを実感できる5日間です。
ラクスルの実際のサービスで抱えている課題をテーマに、開発に取り組んでいただく想定です！

■形式：就業型インターンシップ

■ 実施方法：オンライン・オフラインの両方を取り入れたハイブリッド形式で実施予定

■待遇：100,000円/5日間

■インターンの詳細はこちらもご覧ください！：
https://www.notion.so/038627be5c5243d3a507281e0d65b263?pvs=21",リモート＋対面出社,"■開催日程：
2024年9月9日～9月13日の5日間
　※11:00-19:00　での稼働を想定
　※インターン開始前に準備のための打ち合わせや作業をお願いする予定です",Web全般,"・書類選考・コーディングテスト
・人事面接
・コードレビュー会"
終了,ラクスル株式会社,📌RAKSUL インターン説明会,2024/04/02,2024/06/12,説明会,https://hrmos.co/pages/raksul/jobs/1933007638523789329,,2024年6月29日 11:07,2024年6月29日 11:07,"■当日の内容：
・会社紹介
・サマーインターンのご案内
・ラクスルグループのエンジニアによるトーク、質疑応答会

■こんな方におすすめ！：
・エンジニア志望の26新卒の方
・ラクスルグループ・ラクスルのサマーインターンに興味のある方",リモート,"■開催日程：
4月19日（金）、4月26日（金）、5月8日（水）、5月20日（月）、5月30日（木）、6月12日（水）
※開催時刻はすべて18:00～19:30頃を予定しております
※途中からの参加となってしまう方も大歓迎です！",Web全般,なし
募集中,株式会社エクサウィザーズ,【早期選考直結型】「技術の力で社会課題を解決する」就業型 エンジニアインターンシップ,2024/04/15,2024/06/30,インターン,https://recruit.exawizards.com/newgrads/eng/internship-2,,2024年6月29日 11:07,2024年6月29日 11:07,"【早期選考直結型】「技術の力で社会課題を解決する」就業型 エンジニアインターンシップ

インターン期間
2024年8月19日(月) ~ 9月20日(金)
※期間中はフルコミットではなく、平日の週3-4日程度活動を想定しております
※24時間/週以内が目安となり、勤務時間もご自身で調整することが可能です

募集期間
一次締め切り:2024年6月16日(日)19:00迄
二次締め切り:2024年6月30日(日)19:00迄
最終締め切り:2024年7月14日(日)19:00迄
※一次締め切りで参加人数確定した場合、二次・三次募集は行いませんのでご注意ください

募集職種
エンジニア総合職

コース
エントリー時にコースを選択いただけます
・ソフトウェアエンジニア　
　┗AIを活用したプロダクト開発
　┗Cloud Infrastructure
・機械学習エンジニア
・数理最適化エンジニア

内容
現場エンジニアメンターのマンツーマン伴走のもと、機械学習モデルまたはAIプロダクトの開発を実際の開発現場で経験いただきます。
インターン期間中は現場メンバーとの座談会や、インターン参加者同士での交流機会を用意しております。

対象者
2026年度に就業予定の高専生・大学生・大学院生

参加人数
20名程度

参加報酬
時給2,000円

開催場所
原則フルリモート勤務
・最初の3日間(8月19日〜21日)と最終日(9月20日)は【東京オフィス開催】となります。
・シフト制で活動する時間はご自身で柔軟に調整可能です
・ご希望に合わせて期間中の出社も可能です

東京本社オフィス
〒108-0023 東京都港区芝浦4丁目2−8 住友不動産三田ツインビル東館5階

その他
インターン参加のための交通費は実費支給といたします。(支給条件あり)
インターンを経てご入社となった際、入社前後に長期インターンや継続的なメンタリングの実施のご案内を差し上げる場合がございます。

※現在公開中の要綱は、予告なく変更することがあります※新型コロナウイルスの感染状況に鑑み、皆様の健康・安全を最優先に配慮して実施させていただきます",リモート＋対面出社,"インターン期間
2024年8月19日(月) ~ 9月20日(金)
※期間中はフルコミットではなく、平日の週3-4日程度活動を想定しております
※24時間/週以内が目安となり、勤務時間もご自身で調整することが可能です

参加報酬
時給2,000円

開催場所
原則フルリモート勤務
・最初の3日間(8月19日〜21日)と最終日(9月20日)は【東京オフィス開催】となります。
・シフト制で活動する時間はご自身で柔軟に調整可能です
・ご希望に合わせて期間中の出社も可能です

東京本社オフィス
〒108-0023 東京都港区芝浦4丁目2−8 住友不動産三田ツインビル東館5階

その他
インターン参加のための交通費は実費支給といたします。(支給条件あり)
インターンを経てご入社となった際、入社前後に長期インターンや継続的なメンタリングの実施のご案内を差し上げる場合がございます。","AI, Android, CI/CD, Kotlin, Webバックエンド, Webフロントエンド, Web全般, iOS, インフラ, セキュリティ, ソフトウェア開発, データアナリスト, データサイエンス, データ分析, バックエンド, マルチモーダルAI, モバイル全般, 機械学習, 深層学習, 生成AI, 画像認識, 自然言語処理","STEP1[ エントリー ]
エントリーボタンから
↓
STEP2[ 一次選考 ]
書類選考
↓
STEP3[ 二次選考 ]
コーディングテスト
↓
STEP4[ 三次選考 ]
オンライン面接
↓
STEP5[ 人事面談 ]
オンライン面談
↓
STEP6[ オファー ]
インターン参加オファー"
